LPS, LS, LP, PS, LPSLow, LSLow
0.076102,0.23557,0.20488,0.50327,0.16658,0.3532
0.12875,0.39523,0.26181,0.48636,0.21597,0.27248
0.17299,0.25702,0.21293,0.51441,0.22866,0.34825
0.18603,0.41713,0.35481,0.3583,0.067231,0.39663
0.37317,0.39849,0.25169,0.35505,0.16087,0.43398
0.16998,0.53014,0.27136,0.38726,0.12905,0.39477
0.19203,0.3536,0.33691,0.38524,0.21938,0.29301
0.11636,0.55547,0.25659,0.41968,0.28996,0.33737
0.22396,0.35724,0.18537,0.55339,0.1879,0.45125
0.176,0.51269,0.10719,0.26849,0.20321,0.30128
0.15828,0.41354,0.1533,0.39625,0.26369,0.42818
0.19648,0.34002,0.25581,0.49212,0.19253,0.36204
0.11283,0.51791,0.231,0.59868,0.3237,0.47967
0.28329,0.30597,0.21648,0.41716,0.29023,0.2088
0.14581,0.4215,0.24107,0.54788,0.2161,0.36028
0.24843,0.16834,0.14327,0.30654,0.23712,0.35232
0.27432,0.28072,0.22058,0.51263,0.26014,0.67264
0.24087,0.48666,0.2235,0.49164,0.263,0.29297
0.1922,0.19118,0.23811,0.55504,0.15149,0.2599
0.23,0.16228,0.28671,0.62322,0.21031,0.56609
0.15497,0.38441,0.15548,0.21974,0.26009,0.46617
0.21559,0.47436,0.25993,0.51446,0.29167,0.40113
0.1879,0.33698,0.18181,0.45396,0.16191,0.38882
0.16486,0.4927,0.24324,0.45068,0.2547,0.32857
0.29411,0.38336,0.18866,0.61217,0.18704,0.46376
0.2535,0.44052,0.24646,0.44157,0.32738,0.58136
0.13839,0.35535,0.1366,0.54877,0.37084,0.090979
0.24578,0.52498,0.32758,0.53876,0.3277,0.36574
0.19188,0.55161,0.19001,0.64823,0.18013,0.30222
0.2346,0.39784,0.16246,0.59998,0.12572,0.49347
0.32824,0.26116,0.25803,0.38821,0.32849,0.27809
0.28345,0.47046,0.21205,0.48499,0.26741,0.30213
0.24347,0.36078,0.12284,0.36842,0.089169,0.53709
0.24904,0.20704,0.25709,0.61094,0.24785,0.39898
0.21156,0.28282,0.29778,0.5822,0.43103,0.48886
0.10942,0.43736,0.082541,0.19859,0.27479,0.31601
0.14737,0.22702,0.26291,0.57182,0.1568,0.24727
0.26557,0.36612,0.23627,0.44762,0.28921,0.38039
0.27511,0.44958,0.30253,0.39834,0.15239,0.36004
0.28516,0.14829,0.35034,0.29766,0.18576,0.29997
0.22194,0.26133,0.19214,0.3488,0.16843,0.45552
0.2313,0.2439,0.26624,0.51256,0.25109,0.25811
0.19935,0.4485,0.3122,0.56165,0.16599,0.25295
0.29766,0.44844,0.22215,0.35731,0.1799,0.20285
0.22425,0.19559,0.21254,0.44159,0.19517,0.29452
0.27361,0.36477,0.25859,0.39796,0.31086,0.32361
0.072946,0.43448,0.19768,0.32441,0.11619,0.18647
0.12494,0.099234,0.2313,0.38946,0.24496,0.34208
0.27225,0.32563,0.26056,0.32557,0.17322,0.24669
0.22237,0.3936,0.33905,0.64576,0.35471,0.34454
0.26063,0.3854,0.12297,0.24984,0.35681,0.2314
0.29679,0.30997,0.24066,0.538,0.23697,0.30535
0.23033,0.40389,0.1316,0.56289,0.20095,0.44082
0.22581,0.39088,0.13133,0.39367,0.20964,0.19184
0.28929,0.23826,0.4012,0.27801,0.23701,0.30298
0.36196,0.37071,0.27902,0.32607,0.34532,0.38872
0.20714,0.26806,0.13504,0.51057,0.16849,0.37917
0.13239,0.2765,0.23191,0.62787,0.149,0.41134
0.19197,0.35221,0.25452,0.5044,0.36441,0.23063
0.15103,0.25604,0.26168,0.43583,0.16545,0.11558
0.22258,0.44966,0.22738,0.55452,0.30139,0.53011
