LPS, LS, LP, PS, LPSLow, LSLow
0.79718,0.85155,0.7605,0.74767,0.77208,1.0219
0.76148,0.74175,0.73395,0.7872,0.80818,0.64064
0.79041,0.84958,0.82915,0.61194,0.80845,0
0.7247,0.94208,0.74018,0.67618,0.79204,0.94781
0.7471,0.99231,0.71984,0.73441,0.73941,0
0.75089,0,0.77358,0.73704,0.76667,0.28726
0.74791,0.75566,0.75177,0.67589,0.81592,0.99641
0.78622,0,0.73003,0.50907,0.74734,0.87955
0.69179,0.58488,0.68146,0.47132,0.7352,0
0.74035,0.52709,0.85811,0.82731,0.65828,0
0.79149,0.91653,0.74827,0.82603,0.78113,0.41153
0.70301,0.75536,0.75236,0.80248,0.80698,1.0374
0.80086,0,0.76717,0.5891,0.68697,0.80505
0.69926,0,0.68766,0.79307,0.62439,0
0.76271,1.3314,0.7118,0.7069,0.72204,1.1265
0.75763,0.95307,0.79047,0.55216,0.65062,1.2565
0.78995,1.2463,0.70294,0.60704,0.84718,0.94704
0.72598,0,0.78869,0.63124,0.56733,0.76686
0.68422,0,0.69382,0.58028,0.77158,0
0.7029,1.1133,0.7922,0.85192,0.69942,1.0648
0.78834,0.46587,0.87087,0.67204,0.70444,0.38276
0.78603,0,0.75671,0.56867,0.75451,0.35578
0.78387,1.1341,0.64354,0.79758,0.77584,0
0.72315,0,0.71709,0.79981,0.8305,0
0.76342,0.60208,0.63975,0.7629,0.71079,1.1253
0.77237,0.93949,0.615,0.82775,0.80634,0
0.66038,0,0.68466,0.81246,0.69843,1.1955
0.75336,0,0.77237,0.55369,0.73201,0.8985
0.77364,0.97328,0.72497,0.84022,0.75183,0.84389
0.77773,1.0336,0.88463,0.37333,0.68052,0.51118
0.79289,0.60489,0.70827,0.84336,0.75305,0
0.74894,0,0.76199,0.68749,0.67545,0
0.7472,1.1869,0.75675,0.68239,0.78449,0.88505
0.69224,0,0.77044,0.81702,0.75746,1.2278
0.68718,0,0.84916,0.79852,0.70182,0
0.71908,0,0.83273,0.80095,0.74639,0
0.74998,0,0.80962,0.71584,0.69059,0
0.74053,0.55499,0.80601,0.66522,0.72618,0
0.82793,0,0.76582,0.80939,0.68997,0.86503
0.73481,0,0.75834,0.86309,0.75341,0.63148
0.71698,1.1801,0.65407,0.71481,0.77582,1.0415
0.71102,0,0.72815,0.66424,0.71903,0.75175
0.69149,0,0.71977,0.86042,0.73973,1.1887
0.78179,1.068,0.77838,0.85409,0.71882,0
0.79123,0,0.80122,0.76864,0.75194,0
0.64165,0,0.86346,0.85818,0.63843,0.27962
0.64787,1.2433,0.85518,0.66999,0.70171,0.72637
0.73,0,0.60393,0.45059,0.83016,0
0.71704,0,0.70791,0.5552,0.82544,1.1816
0.75433,0,0.64897,0.82206,0.76464,0.56834
0.71334,0,0.76624,0.39777,0.62449,0.20189
0.77522,0.78146,0.66339,0.69754,0.56461,0
0.64282,0,0.70034,0.13089,0.77329,0.42639
0.71747,1.1415,0.73419,0.58034,0.81216,0
0.82446,0.93302,0.66577,0.81051,0.75774,0
0.80259,1.0587,0.7068,0.82046,0.82288,0.28287
0.7517,0,0.79662,0.91717,0.78377,1.0789
0.78446,0,0.75595,0.8137,0.7737,0.67904
0.78615,0,0.74302,0.80655,0.79601,1.3112
0.78068,0,0.81517,0.85466,0.6638,0.19721
0.74038,0,0.78737,0.59614,0.68922,0
0.79675,0,0.61905,0.70074,0.63858,1.2837
0.74461,0.5724,0.71193,0.49561,0.81391,1.1425
0.7606,1.1103,0.82344,0.74457,0.6585,0.93554
0.81605,0.83476,0.87242,0.55834,0.72121,0.80221
0.76322,0.9829,0.61483,0.73401,0.76163,0.81644
0.7205,0,0.80349,0.85598,0.75001,0.51475
0.75183,1.0823,0.64762,0.80152,0.70464,1.0335
0.73475,1.0891,0.8029,0.83135,0.71797,0.36783
0.64692,1.0594,0.80774,0.85395,0.68586,1.0057
0.75886,0.65533,0.74778,0.84333,0.67526,0
0.69066,0,0.77351,0.66599,0.79815,1.0991
0.72626,1.072,0.70035,0.6832,0.78972,1.0831
0.7572,0.62512,0.66636,0.82365,0.81599,0.80337
0.82205,0,0.61397,0.38001,0.68568,0
0.82296,0.82442,0.76671,0.77685,0.83683,0
0.76899,1.0472,0.7836,0.82255,0.76191,1.2627
0.72953,0.83664,0.73364,0.74079,0.6898,0.50306
0.83418,0.86852,0.64842,0.72262,0.76847,0
0.78734,0,0.69494,0.59574,0.83044,0.79436
0.7786,0,0.7175,0.85053,0.59301,0
0.75419,1.1512,0.7407,0.73268,0.73448,1.191
0.78916,0,0.70579,0.63238,0.7405,0.66161
0.74142,1.224,0.83866,0.78562,0.75505,0
0.63193,1.0187,0.77385,0.81429,0.84206,1.1612
0.77052,0,0.77884,0,0.71083,0.53518
0.72401,1.2896,0.83905,0.76341,0.68956,0.94013
0.8037,0,0.67023,0.78256,0.76299,0
0.73099,1.2728,0.74427,0,0.6545,0.8294
0.80616,0.99025,0.73827,0.74284,0.58892,0
0.69565,0.89625,0.82188,0.83209,0.67278,1.0721
0.71489,1.0609,0.83752,0.79074,0.69023,0
0.7031,0.53753,0.76678,0.67728,0.70573,1.0936
0.76432,0,0.76856,0.53496,0.71256,0
0.72007,0.38284,0.79915,0.66026,0.81016,0.54516
0.74925,0,0.72928,0.68633,0.72347,0
0.86316,0.43738,0.7422,0.67243,0.72132,0
0.74656,0,0.7282,0.69213,0.82356,0.75537
0.79781,0.90642,0.82767,0.84523,0.78277,0
0.68806,1.1582,0.76968,0,0.81755,1.0376
0.7023,0.98831,0.64517,0.71331,0.70282,1.1177
0.80878,1.0943,0.79909,0.71178,0.76116,0
0.71896,0.84061,0.79566,0.67148,0.78194,0.53942
0.78934,1.0038,0.77995,0.58712,0.67741,0.70354
0.68644,1.0809,0.7673,0.79453,0.76188,1.1939
0.72626,1.1908,0.76961,0.76808,0.72016,1.1849
0.75443,0,0.65356,0.53395,0.78625,0
0.68651,0.76959,0.65624,0.76215,0.86484,0
0.77394,0,0.75771,0.78456,0.72792,0
0.79949,1.0732,0.79926,0.63971,0.60303,0
0.70206,1.1754,0.72505,0.72567,0.65015,0
0.68155,1.2561,0.7736,0.73956,0.715,0.99262
0.75296,0.94808,0.71309,0.67766,0.79248,0
0.70457,1.1733,0.87479,0,0.71528,1.3134
0.81259,1.3256,0.76331,0.65888,0.71196,0
0.755,1.2283,0.78759,0.85932,0.74718,0.74093
0.73958,1.2131,0.87264,0.76132,0.72276,0
0.73639,0,0.59256,0,0.71567,0
0.80378,0,0.83748,0.69764,0.80292,0.8723
0.74023,1.3119,0.67183,0.65659,0.73978,0
0.76766,0.89458,0.80281,0.32181,0.70818,0.92773
0.76303,0.34786,0.74433,0.71781,0.83483,0.8035
0.70147,1.2562,0.62846,0,0.829,0
0.76036,0.86161,0.72116,0.78714,0.6572,1.069
0.79877,0,0.68706,0.56177,0.82418,0.9942
0.73113,1.0865,0.75654,0.69602,0.74386,0
0.70548,1.248,0.64822,0.42927,0.67591,0
0.70486,1.191,0.83336,0.59895,0.70929,0.51575
0.78054,1.1982,0.77581,0.56876,0.73087,0
0.68237,0,0.78954,0.51606,0.75545,1.0944
0.80234,0.89783,0.74284,0.88921,0.82545,0.53267
0.70889,0.13052,0.62682,0.87175,0.72208,0
0.75926,1.3242,0.65141,0.82886,0.78645,0.35415
0.74387,0,0.76959,0.82555,0.74782,0.72122
0.82522,0,0.72795,0.56804,0.72804,1.0348
0.78791,0,0.70702,0.8188,0.70114,1.1381
0.77864,1.0555,0.69625,0.68978,0.71037,0.24266
0.82584,0.39289,0.69837,0.43627,0.82639,1.3088
0.78749,0,0.64902,0.83539,0.74219,1.2108
0.77967,0.42054,0.81871,0.75062,0.75672,0
0.74555,1.278,0.86109,0.81052,0.68658,0.75986
0.83804,1.1625,0.51682,0.89419,0.66452,1.2492
0.75408,1.2701,0.82534,0,0.7924,0
0.74755,1.0078,0.84988,0.70268,0.74594,1.1012
0.7612,0,0.75327,0.81176,0.76991,0.96126
0.67291,0.98261,0.68322,0.67651,0.725,1.0396
0.81655,1.0073,0.74346,0.77904,0.86563,0
0.76387,0,0.65826,0.81378,0.69744,0
0.82586,0,0.64457,0.82687,0.72751,0.4673
0.80239,0,0.70791,0.73316,0.68129,1.2603
0.76088,1.0474,0.77433,0.48765,0.74482,0.3692
0.77072,1.1006,0.81001,0.76715,0.79237,1.111
0.77742,1.2046,0.70638,0.63876,0.68433,0.79627
0.75084,0.83554,0.8088,0.88299,0.65933,0.77607
0.76843,1.244,0.67907,0.63671,0.7654,1.2634
0.74322,1.1374,0.74155,0.68166,0.66807,0
0.77031,0,0.74551,0.53927,0.67995,1.1434
0.80428,0.94294,0.72181,0.67034,0.84249,1.2124
0.80715,0,0.76833,0.77213,0.75274,0
0.74356,1.0912,0.70716,0.82116,0.62868,0
