Short, Intermediate, Long
0.8897,0.79605,0.80548
0.73774,0.67477,0.90777
0.8832,0.86168,0.85209
0.8006,0.82143,0.85959
0.95396,0.82396,0.80527
0.67297,0.82369,0.78927
0.84795,0.84288,0.79085
0.87519,0.91967,0.81709
0.8831,0.97376,0.88405
0.67259,0.84858,0.88947
0.73757,0.80895,0.78436
0.84455,0.76185,0.77924
0.7486,0.69967,0.91831
0.66356,0.83262,0.85778
0.76957,0.84466,0.88577
0.89951,0.90436,0.94273
0.9083,0.84118,0.85114
0.86944,0.86318,0.85706
0.74197,0.8759,0.85124
0.66267,0.84618,0.76952
0.87142,0.89449,0.84823
0.7508,0.97949,0.84983
0.97009,0.88898,0.90049
0.76364,0.82073,0.77682
0.86128,0.86598,0.91137
0.89109,0.79676,0.76405
0.84326,0.92254,0.87101
0.83482,0.89277,0.92598
0.69411,0.89505,0.78974
0.81175,0.86413,0.77358
0.75751,0.88977,0.85669
0.82124,0.95788,0.80908
0.89368,0.87194,0.8224
0.92587,0.81939,0.86243
0.91007,0.94409,0.79443
0.7852,0.85872,0.82433
0.89254,0.86987,0.91189
0.88198,0.8627,0.93259
0.77878,0.93133,0.70315
0.8364,0.86174,0.84605
0.85193,0.88702,0.87422
0.91837,0.93587,0.83193
0.76496,0.92045,0.81687
0.78411,0.86692,0.79217
0.79975,0.77759,0.90455
0.8073,0.89483,0.84207
0.86319,0.82345,0.78794
0.87664,0.79205,0.78672
0.80032,0.8123,0.87816
0.89539,0.83443,0.76556
0.71533,0.84578,0.88746
0.92046,0.83895,0.8356
0.82836,0.85834,0.87397
0.91692,0.90697,0.79616
0.81522,0.92912,0.82729
0.87051,0.92082,0.81649
0.8603,0.86874,0.85207
0.81772,0.84587,0.95547
0.85066,0.73359,0.86684
0.90448,0.75647,0.79722
0.78069,0.79369,0.8243
0.78763,0.72103,0.74061
0.89589,0.82892,0.82689
0.78465,0.84092,0.94293
0.86661,0.85475,0.88887
0.86263,0.82433,0.86866
0.92259,0.86698,0.84336
0.94314,0.92928,0.87257
0.47696,0.76387,0.89623
0.76147,0.86065,0.90155
0.94846,0.88055,0.89617
0.80553,0.88004,0.78388
0.78674,0.91985,0.88489
0.9743,0.88818,0.90792
0.80231,0.71546,0.84095
0.95346,0.83197,0.83756
0.82931,0.83646,0.8654
0.83942,0.90827,0.91737
0.74712,0.88695,0.90903
0.92637,0.86571,0.91224
0.73169,0.77447,0.9224
0.8408,0.85519,0.83433
0.90578,0.73561,0.84138
0.88551,0.91342,0.81751
0.84441,0.79587,0.81434
0.94619,0.7345,0.91722
0.7393,0.80303,0.89423
0.76363,0.83462,0.74213
0.84821,0.93367,0.91738
0.88378,0.88927,0.80769
0.73412,0.93122,0.79138
0.91863,0.84738,0.87159
0.88839,0.79776,0.97616
0.8114,0.82404,0.84148
0.92692,0.88216,0.81325
0.94553,0.68543,0.84442
0.95215,0.8573,0.89188
0.9338,0.84804,0.84513
0.94929,0.8403,0.84521
0.73097,0.88461,0.85259
0.81593,0.92221,0.82663
0.98627,0.91752,0.86461
0.77401,0.80137,0.84781
0.82891,0.87125,0.83005
0.94114,0.87342,0.83242
0.86203,0.71615,0.85614
0.87345,0.80076,0.86968
0.92944,0.6129,0.92182
0.80683,0.90327,0.83852
0.82182,0.87222,0.88044
0.87583,0.77428,0.74561
0.96214,0.87448,0.82512
0.80886,0.86254,0.84498
0.97775,0.85413,0.94641
