Short, Intermediate, Long
0.94812,0.92173,0.90361
0.94855,0.82889,0.97937
0.80387,0.85321,0.85454
0.90367,0.92306,0.95404
0.99457,0.89782,0.88579
0.90236,0.86104,0.93476
0.90436,0.93673,0.94225
0.86393,0.91674,0.8393
0.89011,0.7364,0.88463
0.80699,0.99225,0.87554
0.917,0.87503,0.86586
0.88642,0.8343,1.0494
0.89958,0.87357,0.86651
1.0595,1.007,0.91258
0.86921,1.0006,0.88945
0.87406,0.98538,0.90354
1.0553,1.0546,0.86286
0.8221,0.8849,0.85664
0.90209,1.0178,0.94151
0.87621,0.83919,0.8771
1.0365,0.85405,0.90201
0.78611,0.91522,0.87303
0.81783,0.84367,0.83315
0.9144,0.97185,0.91231
0.9846,0.92436,0.70769
0.87907,0.93552,1.0325
0.78811,0.93977,0.92664
0.92643,0.94578,0.89225
0.94311,0.85521,0.93713
0.83059,0.90828,0.92049
0.91467,0.90316,0.93724
0.87027,0.82645,0.80573
0.91507,1.012,0.81582
0.86255,0.91702,0.89813
1.0731,0.84445,1.0589
0.96408,0.86233,0.80971
0.90859,1.0208,0.92798
0.97917,0.85181,0.8271
